game_id,listing_id,platform_guess,is_standard_edition,is_bundle,is_excluded,exclude_reason,needs_detail_scrape,seen_count,best_rank,price_raw,sold_flag_raw,listing_url,title_raw
pragmata_switch2,m18797591819,Switch 2,1,0,0,,1,1,71,6900,ITEM_STATUS_SOLD_OUT,https://jp.mercari.com/item/m18797591819,PRAGMATA プラグマタ Switch2
pragmata_switch2,m84013844898,Switch 2,1,0,0,,1,1,71,7999,ITEM_STATUS_SOLD_OUT,https://jp.mercari.com/item/m84013844898,即日発送　新品未開封　Switch2 プラグマタ
pragmata_switch2,m61939583287,Switch 2,1,0,0,,1,1,72,7100,ITEM_STATUS_SOLD_OUT,https://jp.mercari.com/item/m61939583287,【即日発送】プラグマタ PRAGMATA Switch2 【早期購入特典付き】
pragmata_switch2,m66594370761,Switch 2,1,0,0,,1,1,73,6900,ITEM_STATUS_SOLD_OUT,https://jp.mercari.com/item/m66594370761,Switch2 プラグマタ
pragmata_switch2,m19915179720,Switch 2,1,0,0,,1,1,73,5800,ITEM_STATUS_SOLD_OUT,https://jp.mercari.com/item/m19915179720,Switch2 プラグマタ
pragmata_switch2,m51751683476,unknown,1,0,0,,1,1,74,4500,ITEM_STATUS_ON_SALE,https://jp.mercari.com/item/m51751683476,プラグマタ オリジナル B6スケッチブック
pragmata_switch2,m24037313595,Switch 2,1,0,0,,1,1,74,6280,ITEM_STATUS_SOLD_OUT,https://jp.mercari.com/item/m24037313595,Switch2 プラグマタ
pragmata_switch2,m24055687810,Switch 2,1,0,0,,1,2,75,6000,ITEM_STATUS_SOLD_OUT,https://jp.mercari.com/item/m24055687810,PRAGMATA Nintendo Switch 2 ソフト　プラグマタ
pragmata_switch2,m76765967883,Switch 2,1,0,0,,1,1,75,6000,ITEM_STATUS_ON_SALE,https://jp.mercari.com/item/m76765967883,PRAGMATA Nintendo Switch 2ソフト
pragmata_switch2,m24065966449,Switch 2,1,0,0,,1,2,75,6500,ITEM_STATUS_SOLD_OUT,https://jp.mercari.com/item/m24065966449,PRAGMATA プラグマタ　Nintendo Switch2 ソフト
